date,date_label,region_code,domaine_code,code_indicateur,valeur,unite,source_code,version_serie,fiabilite,qualite_flag,fichier_source,date_insertion
04-01-01,04,MA00,CHANGE,CHANGE.USD,1809696634.8109999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1382571416.3109999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,681405448.567,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,486801578.551,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,457855470.5070001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,402378484.3770003,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,391994442.5640001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,382489018.387,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,349519450.05100006,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,291569896.547,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,232113361.26,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,218075187.17399997,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,208532680.44,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,168686225.558,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,124088469.01,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,121341356.75299999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,119285827.04500003,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,115488198.24000001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,102613329.66399999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,91481113.25099999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,90761804.64099999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,74622449.76499997,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,64858493.954,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,58684972.23399999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,48943442.49,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,48523031.238000005,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,44823131.144,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,43254263.01100001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,38610365.49299999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,36454447.45,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,20120279.0,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,14565490.0,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,13664442.847000001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,13193460.309999999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,12004700.198,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,10303234.942,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,9789937.012999998,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,9283506.999999998,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,7969462.703999998,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,7857034.794,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,7582038.299,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,7269163.756000001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,6761020.01,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,6690511.819999999,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,5857591.18,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,4278671.663000001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,3991210.3010000004,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,3896560.0,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,3411878.423,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,3152226.98,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,2873812.559,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,2379384.563,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1869054.3730000001,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1733179.49,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1721154.0,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1626252.19,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1555422.805,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1398336.1,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1149460.09,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1098319.331,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
None-01-01,None,MA00,CHANGE,CHANGE.USD,1083550.0,MAD,OC,recente,2,,office_des_changes\undated\Produits remarquables site 1_14.xlsx,2026-07-23T21:00:06.123397+0000
