date,date_label,region_code,domaine_code,code_indicateur,valeur,unite,source_code,version_serie,fiabilite,qualite_flag,fichier_source,date_insertion
2012-01-01,2012-01-01,MA00,EMPLOI,EMPLOI.VOLUME,25.5,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2013-01-01,2013-01-01,MA00,EMPLOI,EMPLOI.VOLUME,25.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2014-01-01,2014-01-01,MA00,EMPLOI,EMPLOI.VOLUME,26.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2015-01-01,2015-01-01,MA00,EMPLOI,EMPLOI.VOLUME,27.1,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2016-01-01,2016-01-01,MA00,EMPLOI,EMPLOI.VOLUME,27.2,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2017-01-01,2017-01-01,MA00,EMPLOI,EMPLOI.VOLUME,27.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2018-01-01,2018-01-01,MA00,EMPLOI,EMPLOI.VOLUME,28.7,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2019-01-01,2019-01-01,MA00,EMPLOI,EMPLOI.VOLUME,29.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,EMPLOI,EMPLOI.VOLUME,30.5,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,EMPLOI,EMPLOI.VOLUME,31.2,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,EMPLOI,EMPLOI.VOLUME,31.8,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,EMPLOI,EMPLOI.VOLUME,32.0,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2011-01-01,2011-01-01,MA00,EMPLOI,EMPLOI.VOLUME,10.8,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2012-01-01,2012-01-01,MA00,EMPLOI,EMPLOI.VOLUME,11.3,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
